ArX_C_NMR,ArX_C_isotropic,ArX_C_Mulliken,ArX_C_area,ArX_R_isotropic,ArX_R_Mulliken,ArX_R_area,ArX_bond_order,ArX_bond_length,ArX_E_HOMO,ArX_E_LUMO,ArX_electroneg,ArX_hardness,ArX_dipole,ArB(OR)2_C_NMR,ArB(OR)2_C_isotropic,ArB(OR)2_C_Mulliken,ArB(OR)2_C_area,ArB(OR)2_B_isotropic,ArB(OR)2_B_Mulliken,ArB(OR)2_B_area,ArB(OR)2_bond_order,ArB(OR)2_bond_length,ArB(OR)2_HOMO,ArB(OR)2_LUMO,ArB(OR)2_electroneg,Ar-B(OR)2_hardness,Ar-B(OR)2_dipole,catalyst_Pd_charge,catalyst_Pd_expoarea,catalyst_P_charge,catalyst_P_expoarea,catalyst_HOMO,catalyst_LUMO,catalyst_dipole,catalyst_area,catalyst_PSA,catalyst_volume,catalyst_ovality,catalyst_weight,catalyst_H,tres(s),T,loading,catalyst,Scheme
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,240,110,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,270,30,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,270,50,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,270,70,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,270,90,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,270,110,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,300,30,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,300,50,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,300,70,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,300,90,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,300,110,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,330,30,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,330,50,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,330,70,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,330,90,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,330,110,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,360,30,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,360,50,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,360,70,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,360,90,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,360,110,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,390,30,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,390,50,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,390,70,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,390,90,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,390,110,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,420,30,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,420,50,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,420,70,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,420,90,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,420,110,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,450,30,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,450,50,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,450,70,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,450,90,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,450,110,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,480,30,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,480,50,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,480,70,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,480,90,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,480,110,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,510,30,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,510,50,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,510,70,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,510,90,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,510,110,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,540,30,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,540,50,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,540,70,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,540,90,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,540,110,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,570,30,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,570,50,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,570,70,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,570,90,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,570,110,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,600,30,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,600,50,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,600,70,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,600,90,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1777,6.411,0.7531,4.098,-0.2043,-0.0424,8.279,791.78,71.556,791.81,1.91,836.383,-2968.49,600,110,0.5,P1_L3,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.2334,6.945,0.64,6.557,-0.1904,-0.0524,10.05,847.47,62.493,877.47,1.91,948.369,-3570.99,60,30,2.5,P1_L4,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.2334,6.945,0.64,6.557,-0.1904,-0.0524,10.05,847.47,62.493,877.47,1.91,948.369,-3570.99,60,50,2.5,P1_L4,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.2334,6.945,0.64,6.557,-0.1904,-0.0524,10.05,847.47,62.493,877.47,1.91,948.369,-3570.99,60,70,2.5,P1_L4,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.2334,6.945,0.64,6.557,-0.1904,-0.0524,10.05,847.47,62.493,877.47,1.91,948.369,-3570.99,60,90,2.5,P1_L4,1e-2a
